review_id,reviewer_nickname,reviewer_location,room_type,number_nights,trip_type,stay_date,review_date,review_title,positive_review_text,negative_review_text,photos,rating,id_property,insert_time,,,,,,
3049,Dominique,Belgium,Medium Inner Circle,2,Couple,Dec-19,2-Dec-19,Wonderful,"Brand new hotel, typical 25h style, we love it.",Shower out of order in the sauna ??? not up to the expected level,0,9,299,6/23/2022 9:47,,,,,,
3050,Andrew,United Kingdom,Medium Inner Circle,1,Couple,Dec-19,1-Dec-19,Wonderful,"Amazing hotel, never stayed anywhere quite like it!",,1,9.2,299,6/23/2022 9:47,,,,,,
3051,NULL,United Kingdom,NULL,2,Couple,Dec-19,1-Dec-19,Exceptional,,,0,10,299,6/23/2022 9:47,,,,,,
3052,Barbora,Netherlands,Medium Inner Circle,2,Couple,Dec-19,1-Dec-19,Christmas market stay,"Very close to the city center and Dom,so walking distance to all Christmas markets and shopping area. 
Original design,love to colors and look of the room,as well very nice touch-they have flowers in the rooms.Beds were comfortable.
Very tasty breakfast,with a lot of choices of food.Fresh croissants and pain au chocolate. Freshly baked bread! As a plus,they have as well hummus in offer for breakfast,which was very good and mimosas available-always a big plus.Wonderful view from the restaurant a bar.",,0,9.6,299,6/23/2022 9:47,,,,,,
3053,NULL,Ireland,NULL,1,Solo traveler,Nov-19,28-Nov-19,Wonderful,,,0,9.2,299,6/23/2022 9:47,,,,,,
3054,Niamh,Netherlands,Medium Inner Circle,1,Solo traveler,Nov-19,28-Nov-19,Exceptional,,,0,9.6,299,6/23/2022 9:47,,,,,,
3055,Thomas,Switzerland,Medium Inner Circle,1,Solo traveler,Nov-19,26-Nov-19,Good but expensive,"Excellent and cosy room, liked the theme of rhe hotel, fresh breakfast, large room, very clean. Close to main station.",Had to wait 10 mins for check-in because they had to do some questionaires for city tax. Same at check-out. Coffee machines hidden and difficult to find. Breakfast selecetion quite limited.,0,7,299,6/23/2022 9:47,,,,,,
3056,Daniia,Russia,Double Room,1,Family,Dec-21,27-Dec-21,Wonderful,"-English, russian speaking staff- perfect location to center, the cologne cathedral. railway station, shops- bed for baby with good blanket- frendly administrator and housekeeper- price",#NAME?,0,9,300,6/23/2022 9:47,,,,,,
3057,Carlos,Peru,Double Room,1,Family,Dec-21,24-Dec-21,Good,Great location,Bit overpriced for facilities,0,7,300,6/23/2022 9:47,,,,,,
3058,Ayaz,Azerbaijan,Double Room,2,Couple,Dec-21,23-Dec-21,Exceptional,,,0,10,300,6/23/2022 9:47,,,,,,
3059,Dominik,Germany,Single Room,1,Solo traveler,Dec-21,23-Dec-21,Good,,,0,7,300,6/23/2022 9:47,,,,,,
3060,Shtilyan,Bulgaria,Double Room,3,Couple,Dec-21,18-Dec-21,Wonderful,,,0,9,300,6/23/2022 9:47,,,,,,
3061,Manon,Belgium,Single Room,2,Solo traveler,Dec-21,16-Dec-21,Warm,"Owners were really sweet and caring ! :) The breakfast was really good as well, even though it was given in my room, I had more than enough! The hotel was really well located and close to many places to visit.",,0,8,300,6/23/2022 9:47,,,,,,
3062,Hrodotos,Cyprus,Double Room,2,Family,Dec-21,14-Dec-21,Disappointing,"They didn't have a fridge for the food we bought  so we had to throw it away, they didn't have any still water, no elevator, no clean floor",,0,4,300,6/23/2022 9:47,,,,,,
3063,Eszter,Belgium,Double Room,1,Group,Nov-21,5-Dec-21,Pleasant,location is excellent,"old, and the carpet was extremely dirty, smelled like cigarettes in our room",0,6,300,6/23/2022 9:47,,,,,,
3064,Thomas,United States of America,Double Room,3,Solo traveler,Dec-21,3-Dec-21,Good,"The Booking website needs to confirm if any site is directly accessible by car and if it has elevator, have had multiple problems in this regard and as travel often will have to use other sites if continues as often ruins the trip when it occurs.",,0,7,300,6/23/2022 9:47,,,,,,
3065,Kimber,Germany,Single Room,3,Solo traveler,Dec-21,2-Dec-21,Very Good,,,0,8,300,6/23/2022 9:47,,,,,,
3066,Alexander,Spain,Single Room,2,Solo traveler,Nov-21,30-Nov-21,"very low price, therefor good value. Could be cleaner","Very friendly staff and good location, room size adequate","Very dirty carpet in the room, bad quality window (windy in the room)",0,5,300,6/23/2022 9:47,,,,,,
3067,Ryanjames15,United Kingdom,Double Room,4,Family,Nov-21,30-Nov-21,Exceptional,"The hotel is in a perfect location, in the heart of the city. The owners are very welcoming and extremely helpful. The beds are very comfortable and had a great nights sleep every night. I will definitely use this hotel again if I come back to cologne",Only had a slight issue with my key entering the room but it got sorted out for us,0,10,300,6/23/2022 9:47,,,,,,
3068,Paul,Ireland,Double Room,1,Family,Nov-21,25-Nov-21,Wonderful,,,0,9,300,6/23/2022 9:47,,,,,,
3069,Jonathan,Netherlands,Double Room,3,Couple,Nov-21,23-Nov-21,Great location. Great service. Clean. Good value.,Good location right in the middle of old town. If you close the windows you won't be bothered by the noise from outside. Great service too. We mentioned one of the beds was a bit lumpy and that the shower holder was broken. The same day the mattress was replaced and the holder fixed.,"Can't open a window for fresh air at night due to the noise of the city. But there's a fan, so that helps a bit. Also there's no 24h reception, so you need to communicate with them when you're arriving etc. Not that big a deal though.",0,8,300,6/23/2022 9:47,,,,,,
3070,Ahmed,Egypt,Single Room,2,Solo traveler,Nov-21,23-Nov-21,value for money,"Perfect location in city center, close to metro.",no fridge in the room.,0,7,300,6/23/2022 9:47,,,,,,
3071,Sissy,Greece,Double Room,2,Group,Nov-21,23-Nov-21,It was amazing,The room was clean and very cozy and comfortable,,0,8,300,6/23/2022 9:47,,,,,,
3072,Pierre,United States of America,Double Room,6,Family,Nov-21,15-Nov-21,Very Good,,,0,8,300,6/23/2022 9:47,,,,,,
3073,Christian,United Kingdom,Double Room,2,Couple,Nov-21,10-Nov-21,Excellent value for money comfortable bed for the night in central location,"Good sized room, comfortable, clean, great location and excellent value for money",All good,0,9,300,6/23/2022 9:47,,,,,,
3074,Didac,Spain,Single Room,1,Solo traveler,Oct-21,10-Nov-21,Really good relation quality-price. The location is perfect.,,,0,9,300,6/23/2022 9:47,,,,,,
3075,Dirk,Germany,Double Room,1,Solo traveler,Nov-21,9-Nov-21,Very Good,,,0,8,300,6/23/2022 9:47,,,,,,
3076,Garima,Singapore,Double Room,2,Solo traveler,Oct-21,9-Nov-21,Great Location!,The location was really convenient and the staff was super helpful. They helped me with early check in request and with the luggage as well. Big Thank you for that!,It wasn't very clean. The heater had a lot of dust as it was old and not cleaned from inside. No elevator so you might have to carry your luggage through stairs. Pillows were not really comfortable and gave me a neckache,0,6,300,6/23/2022 9:47,,,,,,
3077,Matej,Poland,Double Room,3,Group,Nov-21,8-Nov-21,Very Good,"Clean, good price, very good location",,0,8,300,6/23/2022 9:47,,,,,,
3078,Sushant,India,Single Room,1,Solo traveler,Oct-21,1-Nov-21,Exceptional,"Great location, friendly staff",,0,10,300,6/23/2022 9:47,,,,,,
3079,Ronnie,United States of America,Double Room,4,Solo traveler,Oct-21,29-Oct-21,Very Good,,,0,8,300,6/23/2022 9:47,,,,,,
3080,Alessandro,Italy,Single Room,3,Solo traveler,Oct-21,28-Oct-21,Good,"Staff is very nice, supportive and flexible. The hotel is in central very convenient position but in a quiet street. It is cheap so you don't expect too many thrills, but it has everything for the basic needs.","Staff is not always there, but I guess still reachable. There's no breakfast facility yet. The furniture is a bit torn. Tents are not effectively blocking light in the morning.",0,7,300,6/23/2022 9:47,,,,,,
3081,Timo,Netherlands,Medium Inner Circle,1,Solo traveler,Jul-20,22-Aug-20,Wonderful,,,0,9,299,6/23/2022 9:47,,,,,,
3082,Lance,United Kingdom,Medium Inner Circle,1,Family,Aug-20,21-Aug-20,Great,"Fantastic staff, quirky rooms, very comfortable and great bar.",,0,9,299,6/23/2022 9:47,,,,,,
3083,Jonas,Lithuania,Large,2,Solo traveler,Jul-20,18-Aug-20,Would come back again!,"The view, shower and location were amazing!",Sheets made me really sweaty and it was too hot to sleep under it.,0,9,299,6/23/2022 9:47,,,,,,
3084,Jan,Germany,Medium Inner Circle,1,Group,Jul-20,18-Aug-20,"Sunshine, Happy, Great value, Exceeded my expectatios",Everything could not be better,nothing everything exceptional,0,10,299,6/23/2022 9:47,,,,,,
3085,Geraint,United Kingdom,Large,3,Couple,Aug-20,17-Aug-20,Wonderful,,,1,9,299,6/23/2022 9:47,,,,,,
3086,Robbert,Netherlands,Large,1,Couple,Aug-20,17-Aug-20,One of the most stunning rooms I've been in.,"Stunning room, great atmosphere.",There's no free parking.,0,10,299,6/23/2022 9:47,,,,,,
3087,Eward,Netherlands,Large,1,Couple,Aug-20,17-Aug-20,We loved our stay at this hotel. The facilities were very modern and surprising.,,,0,10,299,6/23/2022 9:47,,,,,,
3088,Gregsl,Belgium,Large,1,Family,Aug-20,16-Aug-20,Exceptional,"The room was spacious,  comfortable beds and fabulous shower","Trendy and thoughtful hôtel,  really cool place for a city break",0,10,299,6/23/2022 9:47,,,,,,
3089,Pepijn,Netherlands,Large,1,Couple,Aug-20,15-Aug-20,Very Good,"Quirky, fun rooms, great bed, free drinks, loved the monkey bar",We would’ve liked a waterboiler in the room,2,8,299,6/23/2022 9:47,,,,,,
3090,Samuel,Austria,Extra Large,2,Couple,Aug-20,14-Aug-20,Exceptional,,,0,10,299,6/23/2022 9:47,,,,,,
3091,Johnny,Germany,Large,1,Group,Aug-20,13-Aug-20,Exceptional,Modern great breakfast,NA,0,10,299,6/23/2022 9:47,,,,,,
3092,NULL,Belgium,NULL,3,Couple,Aug-20,13-Aug-20,Very Good,,,0,8,299,6/23/2022 9:47,,,,,,
3093,NULL,Netherlands,NULL,1,Couple,Aug-20,13-Aug-20,Wonderful,The facilities and staff were very nice and the rooftop bar was charming. Room was smaller than you'd expect but it didn't bother us as we didn't spend too much time there.,"There was no AC in our room and when we tried to call to get it handled, they just told us to keep adjusting the thermostat. It was only one night so we just dealt with it.",0,9,299,6/23/2022 9:47,,,,,,
3094,M,Netherlands,Medium Outer Circle,2,Couple,Aug-20,12-Aug-20,Good,Location is excellent (with great option to park the car at the hotel parking garage). Bar and restaurant at the hotel are very good (you can also see people from Koln going there). Room is more fun than standard hotel room and had a good bed & pillow.,"Room was not set up very practical (no chairs). only stayed for 2 nights, so it was perfect but if you intend to stay longer i might suggest getting one of the bigger room options",0,7,299,6/23/2022 9:47,,,,,,
3095,Franciscus,Netherlands,Large,1,Couple,Aug-20,11-Aug-20,Exceptional,,,0,10,299,6/23/2022 9:47,,,,,,
3096,Ronald,Netherlands,Large,1,Couple,Aug-20,11-Aug-20,Very Good,"Perfect place for a stayover while traveling between Italy and Germany. 5minutes from the highway, nice rooms, good beds, and a great (!!) restaurant for dinner and breakfast.",,0,8,299,6/23/2022 9:47,,,,,,
3097,Jorden,Netherlands,Large,1,Couple,Aug-20,10-Aug-20,Wonderful,,,0,9,299,6/23/2022 9:47,,,,,,
3098,NULL,Germany,NULL,1,Group,Aug-20,9-Aug-20,Very Good,Fun and casual,"The,extras are a little pricy",0,8,299,6/23/2022 9:47,,,,,,
3099,Maximilian,Germany,Large,2,Solo traveler,Aug-20,8-Aug-20,Very Good,5Star experience for a 3 star price.,,0,8,299,6/23/2022 9:47,,,,,,
3100,Anna,Germany,Medium Inner Circle,3,Couple,Aug-20,7-Aug-20,Wonderful,,,0,9,299,6/23/2022 9:47,,,,,,
3101,Arjen,Belgium,Large,1,Family,Jul-20,6-Aug-20,Very Good,,,0,8,299,6/23/2022 9:47,,,,,,
3102,Harald,Germany,Large,2,Family,Jul-20,6-Aug-20,Very stylish and modern hotel in great Cologne location,"Location, Style, Cleanliness and Restaurant / Bar Options were superb. Very Stylish.","Room was very transparent"" in terms of privacy in the room regarding sanitary facilities.""",0,8,299,6/23/2022 9:47,,,,,,
3103,Linda,Netherlands,Medium Outer Circle,2,Couple,Aug-20,6-Aug-20,"Excellent hotel, we had a wonderful view of the city from our room, the service was excellent.","The hotel's decor was retro and we loved the vibe. Our room had a beautiful view and was lovely. Loved the old phone! We had dinner at the restaurant, it was very good. The parking garage was conveniently located, clean and safe.",Nothing could have been improved.,0,9,299,6/23/2022 9:47,,,,,,
3104,Matthijs,Netherlands,Large,1,Family,Jul-20,3-Aug-20,Very Good,"The look of the hotel is cool, the breakfast location is great.","We had to pay for 2 days because I mistakenly booked the wrong night. As a regular visitor from a corporate client, I would expect some flexibility here.",0,8,299,6/23/2022 9:47,,,,,,
3105,Blyda,Netherlands,Large,2,Couple,Jul-20,3-Aug-20,Lovely stay in an ideal location!,"The room was really nice! Nicely decorated, a bit quirky and fun. The lobby is really nice, loved all the little shops and gifts that you can buy. The roof top is also really nice for a sundowner and the location of the hotel is great so it is easy to explore the city!",Nothing :),0,9,299,6/23/2022 9:47,,,,,,
3106,Niko,Slovenia,Deluxe King Room,2,Family,Apr-21,2-May-21,Exceptional,,,0,10,301,6/23/2022 9:47,,,,,,
3107,Manoo,Germany,Superior Twin Room,1,Family,Apr-21,16-Apr-21,Fair,,,0,5,301,6/23/2022 9:47,,,,,,
3108,Waleed,Bahrain,Single Guest Room,1,Solo traveler,Mar-21,12-Apr-21,Very Good,Excellent,Excellent,0,8,301,6/23/2022 9:47,,,,,,
3109,Julio,Spain,Single Guest Room,1,Solo traveler,Jan-21,11-Jan-21,Exceptional,"Under the covid restrictions, the staff has tried its best to manage the hosting in the best way.",,0,10,301,6/23/2022 9:47,,,,,,
3110,Ayham,Poland,Single Guest Room,1,Solo traveler,Dec-20,3-Jan-21,Everything was perfect,Reception girls,,0,10,301,6/23/2022 9:47,,,,,,
3111,NULL,India,NULL,1,Solo traveler,Dec-20,23-Dec-20,Good,,,0,7,301,6/23/2022 9:47,,,,,,
3112,Anna,Netherlands,Superior Queen Room,1,Couple,Oct-20,4-Nov-20,Very Good,,,0,8,301,6/23/2022 9:47,,,,,,
3113,Julius,United Kingdom,Single Guest Room,1,Solo traveler,Oct-20,29-Oct-20,Will recommend it to my friends,Everything was good and well done,More wine choices maybe,0,9,301,6/23/2022 9:47,,,,,,
3114,Sorin,Romania,Superior Queen Room,1,Family,Sep-20,5-Oct-20,Wonderful,"Very clean,it is in center,very clean.Good breackfast.",,0,9,301,6/23/2022 9:47,,,,,,
3115,Yiota,Greece,Superior Queen Room with Skyline View,1,Solo traveler,Oct-20,4-Oct-20,Short break in Frankfurt,,,2,9,301,6/23/2022 9:47,,,,,,
3116,Peter,United Kingdom,Superior Queen Room,1,Solo traveler,Sep-20,30-Sep-20,Very Good,,,0,8,301,6/23/2022 9:47,,,,,,
3117,NULL,Germany,NULL,1,Group,Sep-20,29-Sep-20,Very Good,"Location, value.",Rooms weren't ready though we arrived at 18:00,0,8,301,6/23/2022 9:47,,,,,,
3118,Michail,Netherlands,Superior Queen Room,1,Family,Aug-20,23-Sep-20,"Great location and staff, not so great rooms.","The location is great as it allows you to visit the centre of the town by foot and is next to the river. You can easily access many good restaurants and entertainment. The staff was very friendly, understood our needs and gave great recommendations. The price was very fair.",The rooms are quite spartan and do not have the luxury you expect from Le Meridien. The parking spots are very tight.,0,7,301,6/23/2022 9:47,,,,,,
3119,NULL,Germany,NULL,1,Couple,Sep-20,18-Sep-20,Pleasant,,,0,6,301,6/23/2022 9:47,,,,,,
3120,Chris,United Kingdom,Superior Twin Room,1,Family,Aug-20,29-Aug-20,Wonderful,,,0,9,301,6/23/2022 9:47,,,,,,
3121,Michelle,United Kingdom,Superior Queen Room,4,Solo traveler,Aug-20,26-Aug-20,Fair,The beds were really comfortable and it was centrally located,Restaurant was not open and there was very little atmosphere bar stuff we’re not exactly friendly and the menu was limited,0,5,301,6/23/2022 9:47,,,,,,
3122,Mårten,Sweden,Single Guest Room,1,Solo traveler,Aug-20,17-Aug-20,Wonderful,,,0,9,301,6/23/2022 9:47,,,,,,
3123,Hans,France,Single Guest Room,3,Solo traveler,Aug-20,15-Aug-20,Okay,Location.,"No restaurant, no mini bar, cleaning only upon demand. This is not acceptable for a five star hotel - even at times of Covid.",0,5.8,301,6/23/2022 9:47,,,,,,
3124,David,Netherlands,Single Guest Room,1,Solo traveler,Jul-20,15-Jul-20,Fair,the safety issues for covid-19 were very well enforced,"the front desk clerk who checked me in was very rude,",0,5,301,6/23/2022 9:47,,,,,,
3125,José,Luxembourg,Single Guest Room,1,Family,Jun-20,7-Jul-20,Poor,,,0,3,301,6/23/2022 9:47,,,,,,
3126,Edwin,Germany,Superior Queen Room with Skyline View,1,Couple,Jun-20,20-Jun-20,Wonderful,"Great room, excellent location",,0,9,301,6/23/2022 9:47,,,,,,
3127,Ragheed,Germany,Superior Twin Room,2,Family,Jun-20,14-Jun-20,Exceptional,All in all the atmosphere the silence with so relaxing one.,Nothing,0,10,301,6/23/2022 9:47,,,,,,
3128,Christina,United States of America,Superior Queen Room with Skyline View,1,Solo traveler,Jun-20,8-Jun-20,The staff was amazing.,The breakfast just was not that great . Even for COVID times there could have been more of an effort . And the coffee is not very good . Dinner was decent though .,I  really having a nice bathtub in a hotel .,0,9,301,6/23/2022 9:47,,,,,,
3129,Gregor,Luxembourg,Superior Queen Room with Skyline View,1,Couple,May-20,5-Jun-20,Pleasant,Nice (but small) room and good location. Friendly staff,"The breakfast was extremely poor even under Corona conditions. €20 per person for not very fresh rolls and croissants, poor cereals, no fruits at all and not even a boiled egg.",0,6,301,6/23/2022 9:47,,,,,,
3130,Piers,United Kingdom,Superior Queen Room,2,Group,Feb-20,5-Mar-20,Very Good,,,0,8,301,6/23/2022 9:47,,,,,,
3131,Marion,New Zealand,Superior Queen Room,2,Family,Aug-19,13-Aug-19,Exceptional,Location was great and staff very helpful. I arrived from NZ after 24 h in the air at 9am at the hotel and was able to check into my room early. Very much appreciated! Thank you!,,0,9.6,301,6/23/2022 9:47,,,,,,
3132,NULL,Germany,NULL,5,Solo traveler,Aug-19,9-Aug-19,Very Good,,,0,8.3,301,6/23/2022 9:47,,,,,,
3133,Stadler,Kenya,Superior Queen Room,2,Solo traveler,Jul-19,1-Aug-19,"Comfortable, great location and quiet over weekends.",Delicious coffee and cake.,Omellete were awful.,0,9.2,301,6/23/2022 9:47,,,,,,
3134,Alice,Hong Kong,Superior Queen Room,2,Group,Jul-19,24-Jul-19,Exceptional,Close proximity to the HBF. Super clean and very nice staff who accommodates to the needs of guests.,,0,10,301,6/23/2022 9:47,,,,,,
3135,Yoshio,Japan,Superior Twin Room,3,Family,Jul-19,20-Jul-19,Excellent,,,0,8.8,301,6/23/2022 9:47,,,,,,
3136,Valentina,United Kingdom,Superior Queen Room,1,Family,Jul-19,19-Jul-19,Good,The rooms were clean and spacious. Hotel is steps away from main train station.,The reception insisted there is no space in rooms for baby bed even though we requested it at booking. Of course there was plenty of room so  they put the bed in after we really insisted. When I booked I asked for a room with  pleasant view and we were given the construction site view. Overall the stuff showed they don’t care at all about guests experience.,0,7.5,301,6/23/2022 9:47,,,,,,
3137,Dominik,United Kingdom,Superior Queen Room,1,Solo traveler,Jul-19,16-Jul-19,Good,,,0,7.9,301,6/23/2022 9:47,,,,,,
3138,Essa,Qatar,King Room Chic Palais,1,Solo traveler,Jul-19,2-Jul-19,Fair,,,0,5,301,6/23/2022 9:47,,,,,,
3139,John,Ireland,Superior Queen Room with Skyline View,3,Couple,Jun-19,29-Jun-19,Very Good,Check in very nice helpful staff😁,Very rude barman on the sunday night.,0,8.3,301,6/23/2022 9:47,,,,,,
3140,Tariq,Bangladesh,Superior Queen Room,3,Solo traveler,Feb-20,1-Mar-20,"Overall, I was satisfied.",It was okay. Not far from my expectations. Breakfast was also okay.,There are always the chances of improvements everywhere. It's just because the customers never get satisfied.,0,8,301,6/23/2022 9:47,,,,,,
3141,John,Ireland,Superior Queen Room,1,Group,Feb-20,26-Feb-20,Exceptional,"Excellent Location, great staff and very clean",,0,10,301,6/23/2022 9:47,,,,,,
3142,Yazan,Saudi Arabia,Superior Queen Room,2,Group,Feb-20,23-Feb-20,Exceptional,,,0,10,301,6/23/2022 9:47,,,,,,
3143,Zuwena,Oman,Superior Queen Room,3,Solo traveler,Dec-19,18-Feb-20,Very Good,,,0,8.3,301,6/23/2022 9:47,,,,,,
3144,Olaf,Germany,Superior Queen Room with Skyline View,1,Couple,Feb-20,15-Feb-20,Pleasant,,,0,6.7,301,6/23/2022 9:47,,,,,,
3145,Daniel,Germany,Superior Queen Room,1,Couple,Feb-20,15-Feb-20,Exceptional,I Love everything about this place,"When we checked out of the room, the front desk was saying that we was smoking in the room. And my wife and I do not smoke at all. They was going to charge me 180 euros. But then then they said it was a misunderstanding. And we didn’t end up paying. So everything was ok in the end.",0,9.6,301,6/23/2022 9:47,,,,,,
3146,Hala,United Arab Emirates,Deluxe King Room,3,Group,Feb-20,9-Feb-20,Exceptional,,,0,10,301,6/23/2022 9:47,,,,,,
3147,Vikas,United Arab Emirates,Superior Queen Room,3,Group,Jan-20,1-Feb-20,Pleasant,Everyone s smiling n helpful . All men at concerage are most most helpful .,"We booked tidal 6 rooms n the problem was that my room telephone was Not working from next day morning . As we were 6 different Colleagues n everyday wanted to coordinate for our different schedules , without Room phone it was most difficult .",0,6,301,6/23/2022 9:47,,,,,,
3148,Dimitrios,Greece,Superior Queen Room,2,Couple,Jan-20,29-Jan-20,Poor,"Debit authorisation"" Euro 50","00 without return yet.Mini bar empty without electricity to cool water or soft drink which we were buying outside.""",,0,3,301,6/23/2022 9:47,,,,,
3149,NULL,Spain,NULL,3,Couple,Jan-20,28-Jan-20,Excellent,,,0,8.8,301,6/23/2022 9:47,,,,,,
3150,Nan,China,Superior Queen Room,3,Family,Jan-20,26-Jan-20,Very Good,"Next to the Central station (2 min for walk), super convenient if you want to travel around Frankfurt. You also can find a perfect Chinese restaurant in 5min.",,0,8,301,6/23/2022 9:47,,,,,,
3151,Ana,Brazil,Deluxe King Room,5,Family,Jan-20,23-Jan-20,Great place to stay! Very closet to the main station!,"Comfortable bed, very good shower and delicious breakfast",,0,9.2,301,6/23/2022 9:47,,,,,,
3152,Antonio,United Arab Emirates,Deluxe King Room,1,Couple,Jan-20,22-Jan-20,Very Good,,,0,8,301,6/23/2022 9:47,,,,,,
3153,Soren,Denmark,Superior Queen Room,2,Group,Jan-20,17-Jan-20,Good,Breakfast was great and the gym was nice. The staff was friendly and both lifts and restaurant were not as crowded as I am used to from other hotels. The bed was large and comfortable and the bathroom was modern and clean - I especially liked the shaving/make-up mirror.,"The neighborhood is a bit shady. Just one street over you'll encounter drug addicts and drunks hanging out.I was a bit unlucky with my neighbor - he decided to play loud music late at night and early in the morning. He did, however, stop when I knocked on his door and asked him to. I know this is not the hotel's fault.",0,7,301,6/23/2022 9:47,,,,,,
3154,Ramu,India,Superior Queen Room,8,Solo traveler,Jan-20,15-Jan-20,Good & Comfortable.,Location was excellent. The people were very friendly.,"Horrible Breakfast. It was just for name sake with cold cuts. The person making the omlette in the morning was rude to everyone. Maybe she's overworked. Too small toilets. !",0,7,301,6/23/2022 9:47,,,,,,
3155,Alessandro,Germany,Superior Queen Room,1,Solo traveler,Dec-19,14-Jan-20,Very Good,,,0,8,301,6/23/2022 9:47,,,,,,
3156,Peerapong,Thailand,Superior Queen Room,5,Solo traveler,Jan-20,14-Jan-20,Exceptional,"Room very good and cleanStaff very helpfulLocation is great",None,0,10,301,6/23/2022 9:47,,,,,,
3157,Jesse,Canada,Superior Queen Room with Skyline View,2,Couple,Jan-20,13-Jan-20,Pass,Great bartenders at restaurant. Good shower.,You get what you pay for. Cheap sheets. Small room. Uncomfortable pillows. Loud A/C. Overly expensive restaurant. Insanely expensive valet.,0,3,301,6/23/2022 9:47,,,,,,
3158,NULL,Switzerland,NULL,1,Couple,Dec-19,12-Jan-20,Excellent hotel nearby the river and the train station-centrally located,"Kind staff, offered us coffee whilst waiting for the room-we had requested earlier check-in than usual.",Parking space is not guaranteed- only if space available and we thought it was pricy for the day.,0,9,301,6/23/2022 9:47,,,,,,
3159,Justin,United Kingdom,Superior Queen Room,5,Solo traveler,Jan-20,12-Jan-20,Exceptional,,,0,9.6,301,6/23/2022 9:47,,,,,,
3160,Weerachai,Thailand,Superior Queen Room,5,Group,Jan-20,10-Jan-20,Wonderful,Staff's hospitality is great.,,0,9,301,6/23/2022 9:47,,,,,,
3161,Hala,United Arab Emirates,Superior Queen Room,2,Group,Jan-20,10-Jan-20,Very Good,,,0,8.3,301,6/23/2022 9:47,,,,,,
3162,Hala,United Arab Emirates,Deluxe King Room,2,Group,Jan-20,9-Jan-20,Good,,,0,7.9,301,6/23/2022 9:47,,,,,,
3163,Alan,United Kingdom,Superior Queen Room,1,Group,Jan-20,7-Jan-20,Wonderful,,,0,9,301,6/23/2022 9:47,,,,,,
3164,Nick,Thailand,Deluxe King Room,1,Family,Jan-20,3-Jan-20,Very Good,The wall doesn’t hold the sound.,,0,8,301,6/23/2022 9:47,,,,,,
3165,Alain,France,Extra Large,2,Solo traveler,Aug-19,13-Aug-19,Sadly disappointed,"Nice geographic location if you wish to be in a lively neighborhood of Köln, and confortable restaurant room with balcony on the last floor of the hotel (also used for breakfast). The bedrooms feature modern design.","To my view the hotel is not appropriate for business trip: (i) no ironing board (it is possible to ask for one, however the one I got was broken), (ii) I did not see guidance outside to find the parking which is not easily accessible, (iii) no room service is available (you have to do it by yourself by ordering at the restaurant and going back to your room with your meal), and finally (iv) if you have forgotten your iPhone cable the only solution is to buy one at the reception desk for 39 euros (!).Regarding king size bedrooms: (i) I understood they are located on the 1st and 7th floors only; I got one on the 1st floor with a view on constructions (7th being full already), (ii) I understood only 2 rooms have the bath in the middle (see photos), and for those it is recommended to book 2 to 3 months in advance.In addition, if the Bluetooth speaker in your room has 'already' been stolen (as per the reception staff), they will not be able to give you another one. It appeared I was unlucky on this one too.",0,6.2,299,6/23/2022 9:47,,,,,,
3166,Burkhard,Germany,Medium Outer Circle,3,Solo traveler,Aug-19,12-Aug-19,all good thank you,,,0,7.9,299,6/23/2022 9:47,,,,,,
3167,Chris,United Kingdom,Medium Inner Circle,4,Family,Aug-19,12-Aug-19,Exceptional,,,0,9.6,299,6/23/2022 9:47,,,,,,
3168,Daniel,Portugal,Medium Inner Circle,1,Couple,Aug-19,11-Aug-19,Great decoration,,,0,9.2,299,6/23/2022 9:47,,,,,,
3169,Carrom,Italy,Medium Outer Circle,1,Couple,Aug-19,10-Aug-19,A great hotel - fun and stylish - good for business and pleasure. Amazing restaurant.,Loved the decor and the clever use of space. Bar very nice. Restaurant Nemi on top floor great atmosphere and excellent food. Value for money very very good. Good atmosphere. Fun.,Reception staff a bit surly. Some of the fittings in public parts very dirty and worn. A lot of dust under the bed! More toileteries eg bath cap would have been nice.,0,8.3,299,6/23/2022 9:47,,,,,,
3170,Markus,Germany,Medium Inner Circle,1,Solo traveler,Aug-19,5-Aug-19,Great reviving place for your business or private stay in Cologne.,This particular 25Hours hotel is in an iconic old building from the sixties (Gerling insurance corporation). Great revival of old mortar. absolutely fabulous breakfast location with a great view over Cologne. the selection for breakfast is very distinct as usual.,"false fire alarm during breakfast that happened at least the 2nd day in a row which had us all evacuated. Well, stuff like that happens and is not a particular issue of the hotel but rather facility management.",1,10,299,6/23/2022 9:47,,,,,,
3171,Mark,United Kingdom,Medium Inner Circle,3,Couple,Aug-19,5-Aug-19,Hotel is a triumph of style over content. Probably avoid in future.,Comfy bed. Good shower .,Over designed room lacking practical features like enough room to put your clothes away. Poor air conditioning in the room. Slow check in with a lack of staff on the desk. Very impersonal staff.,0,6.2,299,6/23/2022 9:47,,,,,,
3172,Kateryna,Netherlands,Medium Inner Circle,2,Couple,Aug-19,4-Aug-19,Exceptional,,,0,10,299,6/23/2022 9:47,,,,,,
